Cust_ID,Target, Age ,Gender, Balance ,Occupation,No_OF_CR_TXNS,AGE_BKT
C15379,0,48,M,74984.51,SELF-EMP,45,46-50
C15380,1,44,M,32498.49,SELF-EMP,16,41-45
C15381,0,41,M,37083.3,SELF-EMP,9,41-45
C15382,0,47,M,11576.42,SELF-EMP,37,46-50
C15383,0,41,M,1959.19,SELF-EMP,10,41-45
C15384,0,28,M,22972.64,SELF-EMP,2,26-30
C15385,0,49,M,4461.53,SELF-EMP,25,46-50
C15386,0,30,M,3800.64,SELF-EMP,2,26-30
C15387,0,32,M,93217.74,SELF-EMP,28,31-35
C15388,0,35,M,495989.12,SAL,22,31-35
C15389,0,23,M,649066.6,PROF,19,<25
C15390,1,41,M,14302.55,PROF,18,41-45
C15391,0,44,M,7606.13,SAL,14,41-45
C15392,0,22,M,593147.47,SAL,23,<25
C15393,0,28,M,13617.84,SAL,46,26-30
C15394,0,23,M,25553.6,SELF-EMP,21,<25
C15395,0,43,M,696414.21,SAL,50,41-45
C15396,0,35,M,4263.17,SAL,49,31-35
C15397,1,45,M,9993.55,PROF,10,41-45
C15398,0,28,M,44468.81,SELF-EMP,11,26-30
C15399,0,39,M,1532.76,PROF,17,36-40
C15400,0,44,M,4137.54,PROF,37,41-45
C15401,0,51,M,20078.89,PROF,1,>50
C15402,0,46,M,56027.2,SAL,4,46-50
C15403,1,22,M,6593.97,SELF-EMP,2,<25
C15404,1,39,M,232184.16,SELF-EMP,45,36-40
C15405,1,46,M,32381.56,SELF-EMP,21,46-50
C15406,1,44,M,32362.25,SELF-EMP,7,41-45
C15407,0,44,M,232867.2,SAL,2,41-45
C15408,0,43,M,8569.86,SAL,21,41-45
C15409,0,52,M,29164.43,SAL,45,>50
C15410,0,23,M,2340.57,SAL,28,<25
C15411,0,42,M,303205.19,SAL,2,41-45
C15412,0,54,M,175795.9,SELF-EMP,36,>50
C15413,0,30,M,22554.63,PROF,1,26-30
C15414,0,55,M,11511.47,SAL,35,>50
C15415,0,42,M,20179.21,SAL,50,41-45
C15416,0,47,M,7770.75,SAL,9,46-50
C15417,1,46,M,1120.03,SELF-EMP,18,46-50
C15418,0,42,M,135739.74,SAL,46,41-45
C15419,1,32,M,9934.34,SELF-EMP,19,31-35
C15420,0,30,M,5026.88,SAL,7,26-30
C15421,0,27,M,6361.43,SAL,17,26-30
C15422,0,25,M,83964.83,SAL,12,<25
C15423,0,25,M,4480.59,SAL,46,<25
C15424,0,41,M,76184.75,SAL,39,41-45
C15425,0,41,M,1199.35,SELF-EMP,36,41-45
C15426,1,41,M,867.54,PROF,17,41-45
C15427,0,54,M,515.47,SAL,42,>50
C15428,0,48,M,73228.23,SAL,43,46-50
C15429,0,55,M,17927.76,SAL,50,>50
C15430,0,41,M,3719.09,SAL,50,41-45
C15431,0,36,M,1306.91,SAL,17,36-40
C15432,0,26,M,450.2,SAL,43,26-30
C15433,0,37,M,64331.68,SAL,11,36-40
C15434,0,45,M,169578.63,SAL,14,41-45
C15435,0,26,M,742337.3,SAL,44,26-30
C15436,1,27,M,35439.09,SELF-EMP,11,26-30
C15437,0,25,M,9309.51,SAL,29,<25
C15438,0,30,M,5026.64,SAL,48,26-30
C15439,0,48,M,4751.54,SAL,25,46-50
C15440,0,28,M,803.43,SAL,49,26-30
C15441,0,27,M,260.75,SAL,26,26-30
C15442,0,24,M,98616.93,SAL,2,<25
C15443,1,41,M,107276.22,PROF,50,41-45
C15444,1,36,M,23890.06,SELF-EMP,35,36-40
C15445,1,33,M,8233.01,SELF-EMP,44,31-35
C15446,0,38,M,3663.66,SAL,30,36-40
C15447,0,47,M,2715.25,SAL,32,46-50
C15448,0,44,M,26811.88,PROF,7,41-45
C15449,0,32,M,4154.73,SAL,50,31-35
C15450,0,25,M,3237.44,SELF-EMP,4,<25
C15451,0,28,M,1496.19,SELF-EMP,50,26-30
C15452,0,31,M,5030.24,SAL,12,31-35
C15453,1,42,M,10194.81,SELF-EMP,18,41-45
C15454,0,29,M,2492.38,SELF-EMP,8,26-30
C15455,0,39,M,11675.68,SAL,2,36-40
C15456,0,32,M,7708.1,SAL,24,31-35
C15457,0,27,M,78544.66,SELF-EMP,4,26-30
C15458,0,27,M,332256.5,SAL,6,26-30
C15459,0,32,M,70655.53,PROF,33,31-35
C15460,0,53,M,10930.45,SAL,34,>50
C15461,0,52,M,5383.42,SAL,11,>50
C15462,0,43,M,208758.88,SELF-EMP,38,41-45
C15463,0,41,M,228525.66,SAL,2,41-45
C15464,0,49,M,5037.47,PROF,10,46-50
C15465,0,49,M,30222.18,SAL,45,46-50
C15466,0,37,M,1216.41,SAL,2,36-40
C15467,0,53,M,418.99,SAL,9,>50
C15468,0,52,M,4207.22,SELF-EMP,25,>50
C15469,0,38,M,2369.83,SAL,35,36-40
C15470,0,33,M,2466.06,SAL,37,31-35
C15471,0,54,M,3370.14,PROF,15,>50
C15472,0,42,M,1734.22,PROF,6,41-45
C15473,0,53,M,8235.06,SAL,26,>50
C15474,0,28,M,3717.52,SAL,3,26-30
C15475,1,44,M,100025.37,SELF-EMP,6,41-45
C15476,0,39,M,3829.66,SELF-EMP,6,36-40
C15477,0,41,M,4831.06,SAL,17,41-45
C15478,0,43,M,1341.1,SELF-EMP,17,41-45
C15479,0,44,M,937.11,SAL,39,41-45
C15480,0,51,M,10045.24,SAL,39,>50
C15481,1,35,M,23524.52,PROF,37,31-35
C15482,1,54,M,12740.89,SELF-EMP,7,>50
C15483,1,43,M,5524.84,SELF-EMP,23,41-45
C15484,1,44,M,10791.71,SELF-EMP,17,41-45
C15485,0,53,M,24879.9,SAL,48,>50
C15486,0,34,M,10641.47,SAL,8,31-35
C15487,0,54,M,39999.82,SAL,21,>50
C15488,0,40,M,30692.94,SAL,8,36-40
C15489,0,28,M,19149.32,SAL,45,26-30
C15490,0,42,M,2807.97,SAL,34,41-45
C15491,0,47,M,6373.16,SAL,49,46-50
C15492,0,28,M,3151.32,SAL,16,26-30
C15493,0,55,M,1348.91,SAL,34,>50
C15494,0,42,M,4580.6,SAL,24,41-45
C15495,0,46,M,9674.72,SAL,6,46-50
C15496,0,54,M,2232.53,SAL,33,>50
C15497,0,41,M,2650.65,SAL,31,41-45
C15498,0,49,M,11569.61,SAL,6,46-50
C15499,0,43,M,8052.34,SAL,45,41-45
C15500,0,50,M,7523.88,SAL,42,46-50
C15501,0,37,M,3307.97,PROF,28,36-40
C15502,0,38,M,522.62,SAL,46,36-40
C15503,1,38,M,1569.9,SELF-EMP,19,36-40
C15504,0,55,M,811.59,PROF,30,>50
C15505,0,29,M,24393.36,SAL,31,26-30
C15506,0,46,M,4418.08,SAL,18,46-50
C15507,0,38,M,20704.61,SAL,41,36-40
C15508,0,51,M,40040.86,SELF-EMP,28,>50
C15509,0,25,M,4195.73,SAL,23,<25
C15510,0,25,M,664452,SAL,44,<25
C15511,0,39,M,1544.72,SAL,12,36-40
C15512,0,31,M,71384.7,SAL,40,31-35
C15513,0,55,M,7156.62,PROF,5,>50
C15514,0,52,M,2623.58,SAL,9,>50
C15515,1,41,M,5455.71,SELF-EMP,15,41-45
C15516,0,53,M,6971.03,PROF,29,>50
C15517,0,54,M,1225.51,SAL,46,>50
C15518,0,41,M,9472.03,SAL,10,41-45
C15519,0,40,M,5891.63,PROF,6,36-40
C15520,0,41,M,291.76,PROF,15,41-45
C15521,1,39,M,34177.3,SELF-EMP,45,36-40
C15522,1,30,M,57569.66,,8,26-30
C15523,1,38,M,14419.75,,20,36-40
C15524,1,43,M,3844.5,,38,41-45
C15525,0,34,M,6554.65,SAL,14,31-35
C15526,0,43,M,6261.98,SAL,29,41-45
C15527,0,36,M,5527.86,PROF,1,36-40
C15528,0,54,M,15578.44,PROF,0,>50
C15529,0,41,M,5424.36,PROF,9,41-45
C15530,0,36,M,8716.29,SELF-EMP,35,36-40
C15531,0,50,M,1967.74,SAL,36,46-50
C15532,0,28,M,2793.3,SAL,19,26-30
C15533,0,25,M,204228.32,SAL,39,<25
C15534,0,25,M,119885.76,PROF,11,<25
C15535,0,53,M,5392.73,SELF-EMP,7,>50
C15536,0,49,M,2687.17,PROF,4,46-50
C15537,0,47,M,8984.31,SAL,15,46-50
C15538,0,41,M,7026.4,SAL,6,41-45
C15539,0,30,M,116887.5,SAL,24,26-30
C15540,0,52,M,7661.55,SAL,41,>50
C15541,0,42,M,28996.04,PROF,25,41-45
C15542,0,39,M,8708.64,SAL,13,36-40
C15543,0,26,M,2671.58,PROF,2,26-30
C15544,0,38,M,0,SELF-EMP,13,36-40
C15545,0,40,M,5594.29,SAL,22,36-40
C15546,0,51,M,4906.58,SAL,22,>50
C15547,0,48,M,8645.55,SAL,0,46-50
C15548,0,47,M,12765.45,SAL,50,46-50
C15549,0,42,M,2351.56,SELF-EMP,29,41-45
C15550,0,46,M,10748.59,SAL,45,46-50
C15551,0,52,M,5033.61,SAL,2,>50
C15552,0,35,M,5201.09,PROF,3,31-35
C15553,0,44,M,121.44,SAL,41,41-45
C15554,0,41,M,6409.92,SAL,29,41-45
C15555,1,41,M,16436.1,PROF,50,41-45
C15556,0,51,M,16959.52,PROF,25,>50
C15557,0,31,M,2168.07,SELF-EMP,26,31-35
C15558,0,45,M,3807.8,SELF-EMP,26,41-45
C15559,0,52,M,448.25,SAL,50,>50
C15560,0,21,M,87586.26,SAL,43,<25
C15561,1,37,M,3813.85,SELF-EMP,4,36-40
C15562,1,42,M,9624.26,SELF-EMP,22,41-45
C15563,1,41,M,1430.53,SELF-EMP,48,41-45
C15564,1,36,M,13058.8,SELF-EMP,18,36-40
C15565,0,48,M,11770.31,PROF,13,46-50
C15566,0,54,M,8654.02,SAL,21,>50
C15567,0,33,M,4019.2,SAL,25,31-35
C15568,1,43,M,12301.33,SELF-EMP,20,41-45
C15569,0,47,M,21094.92,SELF-EMP,47,46-50
C15570,0,27,M,504.69,SELF-EMP,38,26-30
C15571,0,29,M,116519.6,SELF-EMP,0,26-30
C15572,0,42,M,2053.66,SAL,42,41-45
C15573,0,25,M,1010.64,PROF,25,<25
C15574,0,36,M,2582.72,PROF,2,36-40
C15575,0,41,M,410.82,SAL,14,41-45
C15576,0,39,M,4089.3,SAL,28,36-40
C15577,0,51,M,22536.65,PROF,13,>50
C15578,0,48,M,14924.01,SELF-EMP,31,46-50
C15579,0,37,M,707.44,PROF,37,36-40
C15580,0,44,M,12691.28,SAL,43,41-45
C15581,0,41,M,3373.31,SAL,18,41-45
C15582,0,35,M,1705.89,SAL,9,31-35
C15583,0,34,M,4319.09,SAL,12,31-35
C15584,0,48,M,13330.57,SELF-EMP,30,46-50
C15585,0,36,M,5682.42,SAL,46,36-40
C15586,0,37,M,2315.12,PROF,3,36-40
C15587,0,42,M,4936.43,SELF-EMP,32,41-45
C15588,0,39,M,7544.06,SAL,23,36-40
C15589,0,50,M,11606.63,PROF,12,46-50
C15590,0,47,M,5120.64,SAL,22,46-50
C15591,0,52,M,29571.89,SAL,18,>50
C15592,0,40,M,3933.75,SELF-EMP,12,36-40
C15593,0,48,M,2691.63,PROF,9,46-50
C15594,0,45,M,4433.8,SAL,22,41-45
C15595,1,44,M,2415.59,SELF-EMP,18,41-45
C15596,0,50,M,19642.67,SAL,36,46-50
C15597,0,54,M,7552.51,SAL,36,>50
C15598,0,43,M,12075.2,PROF,23,41-45
C15599,0,44,M,10941.51,SAL,14,41-45
C15600,0,54,M,939.96,SAL,14,>50
C15601,1,40,M,11807.7,PROF,18,36-40
C15602,1,46,M,5612.73,SELF-EMP,24,46-50
C15603,1,45,M,7666.07,SELF-EMP,36,41-45
C15604,1,44,M,3917.24,SELF-EMP,37,41-45
C15605,0,52,M,11895.41,SELF-EMP,21,>50
C15606,0,41,M,3266.32,SAL,18,41-45
C15607,0,31,M,458.26,SELF-EMP,10,31-35
C15608,0,34,M,10504,SELF-EMP,26,31-35
C15609,0,54,M,842.37,SAL,0,>50
C15610,0,30,M,6168.2,SAL,14,26-30
C15611,0,50,M,4743,SAL,21,46-50
C15612,0,32,M,10868.31,PROF,12,31-35
C15613,0,32,M,3018.08,SAL,19,31-35
C15614,0,49,M,36872.78,SELF-EMP,48,46-50
C15615,0,49,M,7022.45,SAL,21,46-50
C15616,0,36,M,1771.2,SELF-EMP,6,36-40
C15617,0,31,M,6526.95,SAL,39,31-35
C15618,0,55,M,4284.69,SAL,6,>50
C15619,0,40,M,6484.51,SAL,3,36-40
C15620,0,50,M,2122.07,SAL,20,46-50
C15621,0,47,M,25417.28,SAL,33,46-50
C15622,0,50,M,7601.94,SAL,38,46-50
C15623,0,47,M,670.2,SAL,7,46-50
C15624,0,45,M,9947,SAL,29,41-45
C15625,0,53,M,14195.97,SAL,41,>50
C15626,0,36,M,4850.74,SAL,27,36-40
C15627,0,55,M,40974.11,SAL,15,>50
C15628,0,45,M,7575.6,PROF,31,41-45
C15629,0,36,M,4872.62,PROF,12,36-40
C15630,0,35,M,3745.58,SELF-EMP,13,31-35
C15631,0,38,M,7053.22,SAL,23,36-40
C15632,0,54,M,11893.17,PROF,44,>50
C15633,0,45,M,4795.67,SAL,31,41-45
C15634,1,40,F,292.84,SELF-EMP,11,36-40
C15635,0,36,F,6640.1,SAL,34,36-40
C15636,0,51,F,54949,SAL,22,>50
C15637,0,34,F,824147.45,SAL,48,31-35
C15638,0,32,F,46328.69,SAL,41,31-35
C15639,0,37,F,16751.35,SAL,34,36-40
C15640,1,28,F,11154.71,SELF-EMP,3,26-30
C15641,1,35,F,2387.45,SAL,35,31-35
C15642,1,42,F,6847.03,SAL,43,41-45
C15643,1,45,F,16186.1,PROF,46,41-45
C15644,0,49,F,1120.44,SAL,43,46-50
C15645,0,52,M,7634.49,SELF-EMP,50,>50
C15646,0,51,M,3050.39,SAL,17,>50
C15647,0,40,M,3530.56,SAL,13,36-40
C15648,0,53,M,1283.33,SAL,7,>50
C15649,0,46,M,0,PROF,23,46-50
C15650,0,35,M,0,SAL,33,31-35
C15651,0,53,M,12063.88,PROF,32,>50
C15652,0,46,M,8625.44,SELF-EMP,29,46-50
C15653,0,39,M,1729.49,SELF-EMP,5,36-40
C15654,0,31,M,1385.02,PROF,32,31-35
C15655,0,55,M,10470.81,SAL,31,>50
C15656,0,40,M,8721.19,SELF-EMP,33,36-40
C15657,0,35,M,3768.66,SAL,50,31-35
C15658,0,36,M,44756.53,SAL,40,36-40
C15659,0,28,M,4803.97,SAL,13,26-30
C15660,0,35,M,274176.71,SELF-EMP,37,31-35
C15661,0,52,M,9760.44,SELF-EMP,18,>50
C15662,0,33,M,201246.28,SAL,43,31-35
C15663,0,47,M,30551.4,SELF-EMP,21,46-50
C15664,0,44,M,9952.17,SAL,29,41-45
C15665,0,46,M,8626.06,SELF-EMP,45,46-50
C15666,0,38,M,6384.29,SAL,24,36-40
C15667,0,54,M,17062.58,SAL,49,>50
C15668,0,39,M,3783.66,SAL,3,36-40
C15669,0,28,M,24326.68,SAL,0,26-30
C15670,0,54,M,6447.96,PROF,21,>50
C15671,0,36,M,2437.25,SAL,39,36-40
C15672,0,49,M,9356.63,SAL,21,46-50
C15673,0,44,M,934.06,SAL,2,41-45
C15674,1,47,M,114843.59,SAL,45,46-50
C15675,0,47,M,1581.9,SAL,30,46-50
C15676,0,45,M,5985.47,PROF,42,41-45
C15677,0,30,M,46451.58,PROF,30,26-30
C15678,0,49,M,6336.24,PROF,38,46-50
C15679,0,52,M,12085.28,PROF,32,>50
C15680,0,53,M,7156.93,PROF,1,>50
C15681,1,44,M,6777.17,PROF,44,41-45
C15682,1,36,M,2651.72,SAL,26,36-40
C15683,1,31,M,46864.25,SAL,8,31-35
C15684,0,40,M,21410.29,SAL,6,36-40
C15685,0,43,M,83742.89,PROF,34,41-45
C15686,0,35,M,6949.98,PROF,13,31-35
C15687,0,36,M,13659.4,SELF-EMP,37,36-40
C15688,0,51,M,5430.57,SAL,2,>50
C15689,0,31,M,136125.7,SAL,39,31-35
C15690,0,24,M,0,PROF,49,<25
C15691,0,33,M,39638.75,SAL,0,31-35
C15692,0,37,M,920.72,SELF-EMP,7,36-40
C15693,0,49,M,2080.07,SAL,40,46-50
C15694,0,53,M,7031.68,PROF,21,>50
C15695,0,43,M,6284.74,PROF,3,41-45
C15696,0,50,M,190647.54,SAL,5,46-50
C15697,0,43,M,4518.7,PROF,9,41-45
C15698,0,50,M,7542.97,SAL,25,46-50
C15699,0,42,M,5051.7,SELF-EMP,45,41-45
C15700,0,52,M,10436.96,SELF-EMP,9,>50
C15701,0,42,M,22491.76,PROF,50,41-45
C15702,0,46,M,138774.04,SAL,2,46-50
C15703,0,52,M,6719.62,SAL,38,>50
C15704,0,46,M,14562.94,SAL,41,46-50
C15705,0,54,M,197280.19,PROF,4,>50
C15706,0,30,M,7316.52,SAL,36,26-30
C15707,0,28,M,116796.11,SAL,34,26-30
C15708,0,52,M,212.02,SAL,6,>50
C15709,0,45,M,1438.42,SAL,31,41-45
C15710,0,50,M,44705.36,PROF,0,46-50
C15711,0,33,M,42672.93,PROF,19,31-35
C15712,0,36,M,9624.26,SAL,45,36-40
C15713,1,39,M,29858.96,SAL,12,36-40
C15714,0,55,M,5182.45,PROF,38,>50
C15715,0,44,M,17854.74,SAL,32,41-45
C15716,0,40,M,216643.64,SAL,20,36-40
C15717,0,55,M,4194.62,SAL,46,>50
C15718,0,48,M,31453.14,PROF,10,46-50
C15719,1,45,M,1997.2,SAL,30,41-45
C15720,1,44,M,1917.97,PROF,11,41-45
C15721,1,36,M,21115.98,SAL,13,36-40
C15722,1,33,M,11981.49,SAL,27,31-35
C15723,0,43,M,4231.84,SAL,16,41-45
C15724,0,36,M,6684.79,SELF-EMP,22,36-40
C15725,0,45,M,6759.53,SAL,44,41-45
C15726,0,42,M,1780.68,PROF,34,41-45
C15727,0,51,M,6545.79,PROF,46,>50
C15728,0,42,M,57249.42,SELF-EMP,40,41-45
C15729,0,34,M,31221.83,SAL,35,31-35
C15730,0,44,M,848.46,PROF,12,41-45
C15731,0,55,M,13964.62,PROF,14,>50
C15732,0,41,M,10566.08,SAL,40,41-45
C15733,0,51,M,37970.99,SAL,43,>50
C15734,0,35,M,68011.42,SAL,27,31-35
C15735,0,55,M,11534.62,SAL,25,>50
C15736,0,36,M,6477.41,PROF,21,36-40
C15737,0,49,M,7711.6,SAL,41,46-50
C15738,0,47,M,10301.71,SAL,19,46-50
C15739,0,53,M,21110.13,SAL,13,>50
C15740,0,45,M,6300.82,SELF-EMP,45,41-45
C15741,0,42,M,6955.27,SAL,1,41-45
C15742,0,42,M,6449.21,SAL,12,41-45
C15743,0,40,M,122408.67,SAL,45,36-40
C15744,0,49,M,137657.03,PROF,14,46-50
C15745,0,43,M,1390.14,PROF,18,41-45
C15746,0,45,M,11652.37,SAL,22,41-45
C15747,0,52,M,6422.19,SAL,8,>50
C15748,0,38,M,9158.51,PROF,50,36-40
C15749,0,42,M,12520.05,SAL,44,41-45
C15750,0,50,M,18845.12,SELF-EMP,16,46-50
C15751,0,47,M,111403.02,SELF-EMP,4,46-50
C15752,1,43,M,48566.51,SAL,27,41-45
C15753,0,38,M,3359.56,SAL,42,36-40
C15754,0,53,M,3549.16,SELF-EMP,48,>50
C15755,0,37,M,3577.66,SELF-EMP,7,36-40
C15756,0,28,M,16454.23,SAL,14,26-30
C15757,0,51,M,23729.43,SAL,36,>50
C15758,1,43,F,19527,PROF,41,41-45
C15759,1,43,F,9117.99,SAL,18,41-45
C15760,1,44,F,10085.16,SELF-EMP,19,41-45
C15761,1,43,F,501.15,SELF-EMP,37,41-45
C15762,0,35,M,2077.96,SELF-EMP,15,31-35
C15763,0,53,M,11108.14,SAL,20,>50
C15764,0,43,M,20227.46,SAL,15,41-45
C15765,0,39,M,21522.21,SELF-EMP,17,36-40
C15766,0,52,M,4063.64,SAL,10,>50
C15767,0,35,M,12278.45,SELF-EMP,3,31-35
C15768,0,50,M,29662.03,SAL,32,46-50
C15769,0,52,M,848.38,SAL,15,>50
C15770,0,39,M,129929.29,SAL,4,36-40
C15771,0,31,M,6332.85,SELF-EMP,45,31-35
C15772,0,41,M,2982.72,PROF,38,41-45
C15773,0,25,M,131816.52,SAL,21,<25
C15774,0,29,M,112298.36,SAL,35,26-30
C15775,0,27,M,181863.73,SAL,9,26-30
C15776,0,29,M,212495.44,SELF-EMP,31,26-30
C15777,0,23,M,118942.91,SAL,26,<25
C15778,0,44,M,29066.89,SAL,9,41-45
C15779,0,35,M,2696.78,SAL,11,31-35
C15780,0,48,M,21822.53,SAL,34,46-50
C15781,0,38,M,11763.57,SAL,43,36-40
C15782,0,50,M,105635.27,SAL,25,46-50
C15783,0,43,M,7687.21,SAL,35,41-45
C15784,0,35,M,20040.65,PROF,33,31-35
C15785,0,34,M,7048.5,SAL,17,31-35
C15786,0,44,M,18223.44,PROF,48,41-45
C15787,0,32,M,7020.02,PROF,35,31-35
C15788,0,53,M,156.53,SAL,16,>50
C15789,0,47,M,6511.05,SAL,3,46-50
C15790,0,54,M,93865.1,SAL,25,>50
C15791,0,52,M,19321.37,SELF-EMP,40,>50
C15792,1,33,M,10127.37,SAL,43,31-35
C15793,0,36,M,416301.32,PROF,26,36-40
C15794,0,36,M,66413.81,SELF-EMP,50,36-40
C15795,0,55,M,21451.71,SAL,20,>50
C15796,0,32,M,12905.27,SAL,35,31-35
C15797,0,45,M,228204.17,SAL,48,41-45
C15798,1,34,M,58771.01,SAL,8,31-35
C15799,1,52,M,7402.97,SELF-EMP,47,>50
C15800,1,51,M,18138.79,SELF-EMP,5,>50
C15801,1,50,M,22704.62,SELF-EMP,40,46-50
C15802,0,54,M,16096.48,SAL,20,>50
C15803,0,43,M,6825.6,SELF-EMP,2,41-45
C15804,0,40,M,1902.3,SAL,5,36-40
C15805,0,49,M,28645.74,SAL,8,46-50
C15806,0,43,M,61010.23,SAL,36,41-45
C15807,0,53,M,17041.45,SAL,3,>50
C15808,0,46,M,41523.4,SELF-EMP,10,46-50
C15809,0,45,M,36551.19,SAL,9,41-45
C15810,0,54,M,13739.36,SAL,29,>50
C15811,0,53,M,17300.08,SAL,10,>50
C15812,0,33,M,17044.11,SELF-EMP,5,31-35
C15813,0,47,M,8777.81,PROF,14,46-50
C15814,0,41,M,24225.78,SELF-EMP,11,41-45
C15815,0,50,M,6227.02,SELF-EMP,31,46-50
C15816,0,44,M,11798.96,SAL,36,41-45
C15817,0,31,M,10212.98,SAL,22,31-35
C15818,0,52,M,1473.47,SAL,11,>50
C15819,0,36,M,6427.65,SAL,20,36-40
C15820,0,45,M,0,SAL,28,41-45
C15821,0,27,M,9405.68,PROF,7,26-30
C15822,0,51,M,16815.2,SAL,6,>50
C15823,0,52,M,17368.98,SAL,17,>50
C15824,0,33,M,79626.25,SELF-EMP,2,31-35
C15825,0,50,M,6455.78,PROF,38,46-50
C15826,0,29,M,30160.53,SELF-EMP,26,26-30
C15827,0,42,M,135173.33,SELF-EMP,40,41-45
C15828,0,37,M,24974.05,SELF-EMP,43,36-40
C15829,0,41,M,11182.67,SELF-EMP,50,41-45
C15830,0,45,M,21555.76,PROF,15,41-45
C15831,0,52,M,8002.19,PROF,41,>50
C15832,1,31,M,3427.79,PROF,35,31-35
C15833,0,46,M,23154.06,PROF,33,46-50
C15834,0,34,M,20890.95,SELF-EMP,18,31-35
C15835,0,43,M,8625.76,SELF-EMP,19,41-45
C15836,0,49,M,8884.73,SELF-EMP,11,46-50
C15837,0,35,M,10980.53,SELF-EMP,38,31-35
C15838,1,50,M,21779.24,SELF-EMP,18,46-50
C15839,1,43,M,7420.14,SELF-EMP,27,41-45
C15840,1,34,M,22082.64,SELF-EMP,38,31-35
C15841,1,44,M,10835.14,SENP,48,41-45
C15842,0,53,M,169832.85,SENP,3,>50
C15843,0,48,M,7302.06,SENP,10,46-50
C15844,0,48,M,13320.13,SENP,40,46-50
C15845,0,39,M,28091.35,SENP,36,36-40
C15846,0,38,M,21086.59,SENP,11,36-40
C15847,0,50,M,8722,SAL,48,46-50
C15848,0,44,M,31751.07,SAL,32,41-45
C15849,0,39,M,38551.47,SAL,37,36-40
C15850,0,41,M,4634.12,SAL,38,41-45
C15851,0,48,M,201285.17,PROF,10,46-50
C15852,0,25,M,8998.71,PROF,34,<25
C15853,0,47,M,19076.84,PROF,41,46-50
C15854,0,53,M,57892.06,PROF,22,>50
C15855,0,54,M,48535.12,SENP,39,>50
C15856,0,48,M,10061.3,SENP,35,46-50
C15857,0,29,M,22363.28,SENP,32,26-30
C15858,0,37,M,7462.15,SENP,13,36-40
C15859,0,49,M,69799.17,SENP,46,46-50
C15860,0,37,M,13053.9,SENP,32,36-40
C15861,0,49,M,21442.7,SENP,45,46-50
C15862,0,41,M,9495.79,PROF,3,41-45
C15863,0,34,M,514.73,PROF,29,31-35
C15864,0,31,M,14577.28,PROF,17,31-35
C15865,0,23,M,706649.94,PROF,48,<25
C15866,0,55,M,11900.24,SENP,10,>50
C15867,0,53,M,38823.72,SENP,16,>50
C15868,0,55,M,34835.37,SENP,34,>50
C15869,0,43,M,3967.92,SENP,49,41-45
C15870,0,26,M,6958.25,SENP,25,26-30
C15871,0,21,M,167491.8,SAL,27,<25
C15872,1,27,M,28324.85,SAL,11,26-30
C15873,0,38,M,88436.46,SAL,34,36-40
C15874,0,41,M,8868.96,SENP,20,41-45
C15875,0,27,F,108467.01,PROF,39,26-30
C15876,0,49,F,24813.67,PROF,13,46-50
C15877,0,55,F,510.18,SAL,3,>50
C15878,1,41,F,23911.41,SAL,6,41-45
C15879,1,24,F,272552.94,SAL,23,<25
C15880,1,51,F,2916.26,SAL,16,>50
C15881,1,44,F,3289.97,SENP,33,41-45
C15882,0,52,F,10329.95,SAL,31,>50
C15883,0,38,F,36702.64,SAL,3,36-40
C15884,0,29,F,7415.57,SAL,9,26-30
C15885,0,31,M,7093.23,SENP,38,31-35
C15886,0,31,M,15519.93,PROF,27,31-35
C15887,0,37,M,91019.22,SAL,49,36-40
C15888,0,45,M,107889.52,SENP,22,41-45
C15889,0,43,M,30119.28,SAL,19,41-45
C15890,0,21,M,7194.83,PROF,8,<25
C15891,0,33,M,65510.89,SAL,35,31-35
C15892,0,34,M,4204.67,PROF,47,31-35
C15893,0,36,M,6662.2,SAL,46,36-40
C15894,0,27,M,30682.11,SAL,24,26-30
C15895,0,25,M,54835.86,SAL,17,<25
C15896,0,25,M,242757.67,PROF,25,<25
C15897,0,31,M,218269.3,SAL,16,31-35
C15898,0,29,M,3463.01,SAL,48,26-30
C15899,0,37,M,13096.31,SAL,8,36-40
C15900,0,52,M,161937,SENP,25,>50
C15901,0,48,M,4795.68,PROF,43,46-50
C15902,0,47,M,3452.84,SAL,43,46-50
C15903,0,43,M,12409.08,PROF,30,41-45
C15904,0,55,M,645672.61,PROF,19,>50
C15905,0,50,M,33929.66,SAL,31,46-50
C15906,0,25,M,93784.79,SAL,13,<25
C15907,0,35,M,14446.62,SAL,26,31-35
C15908,0,51,M,18367.95,SAL,34,>50
C15909,0,28,M,4107.54,PROF,19,26-30
C15910,0,34,M,1039.81,SAL,39,31-35
C15911,1,43,M,45996.19,,26,41-45
C15912,0,49,M,4798.63,SAL,34,46-50
C15913,0,43,M,32235.53,SENP,44,41-45
C15914,0,45,M,9580.65,SENP,23,41-45
C15915,0,27,M,250254.24,PROF,2,26-30
C15916,0,50,M,92012.91,PROF,37,46-50
C15917,1,42,M,144370.25,,5,41-45
C15918,1,33,M,183922.47,SELF-EMP,25,31-35
C15919,1,39,M,6134.9,,10,36-40
C15920,1,33,M,8978.56,PROF,20,31-35
C15921,0,50,M,692.93,SENP,24,46-50
C15922,0,52,M,6132.77,SAL,0,>50
C15923,0,51,M,72272.9,SENP,35,>50
C15924,0,33,M,29680.73,SENP,1,31-35
C15925,0,32,M,3328.83,SAL,0,31-35
