,Unnamed: 0,Unnamed: 0.1,author,publicationTime,bodyText,Clean_Data,Clean,Clean1
214,214,214,id:twitter.com:2611093651,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
215,215,215,id:twitter.com:3255359215,2016-10-02,"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp https://t?","RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp ",": ""No amount of conditions placed on this can disguise what is a disastrous decision"""," ""No amount of conditions placed on this can disguise what is a disastrous decision"""
216,216,216,id:twitter.com:337688338,2016-10-02,"RT @AustralisTerry: Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol https://t.co/FiD7i3TYJy","RT @AustralisTerry: Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol ",: Did Greg Hunt get a Rolex while in Dubai?, Did Greg Hunt get a Rolex while in Dubai?
217,217,217,id:twitter.com:3143539123,2016-10-02,"RT @maxphillips: Whitehaven Coal have destroyed a large part of the Leard Forest in 18mo, and are set to bulldoze more #coal #nswpol https:?","RT @maxphillips: Whitehaven Coal have destroyed a large part of the Leard Forest in 18mo, and are set to bulldoze more #coal #nswpol ",": Whitehaven Coal have destroyed a large part of the Leard Forest in mo, and are set to bulldoze more"," Whitehaven Coal have destroyed a large part of the Leard Forest in mo, and are set to bulldoze more"
218,218,218,id:twitter.com:1408380302,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
219,219,219,id:twitter.com:327246006,2016-10-02,RT @renew_economy: Is Australian #coal finally having its ?oh sh*t? moment? https://t.co/OldoqmVGs6,RT @renew_economy: Is Australian #coal finally having its ?oh sh*t? moment? ,: Is Australian finally having its ?oh sh*t? moment?, Is Australian finally having its ?oh sh*t? moment?
220,220,220,id:twitter.com:48633406,2016-10-02,RT @AustralisTerry: The court of public opinion has turned against #coal and coal seam gas in #NSWPOL #auspol #Shenhua #CSG https://t.co/Nm?,RT @AustralisTerry: The court of public opinion has turned against #coal and coal seam gas in #NSWPOL #auspol #Shenhua #CSG ,: The court of public opinion has turned against and coal seam gas in, The court of public opinion has turned against and coal seam gas in
221,221,221,id:twitter.com:2897999540,2016-10-02,"Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  https://t.co/P7OQMDiEw9","Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  ","Pack up your teepee and head out of Dodge,","Pack up your teepee and head out of Dodge,"
222,222,222,id:twitter.com:60008321,2016-10-02,URGENT PETITION calling on the @NHMRC to study the health impacts of dangerous #csg #auspol  https://t.co/H8XmLZEOh7 https://t.co/nfd3qsX1R2,URGENT PETITION calling on the @NHMRC to study the health impacts of dangerous #csg #auspol   ,URGENT PETITION calling on the to study the health impacts of dangerous,URGENT PETITION calling on the to study the health impacts of dangerous
223,223,223,id:twitter.com:48633406,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
224,224,224,id:twitter.com:2283049465,2016-10-02,"RT @AustralisTerry: Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol https://t.co/FiD7i3TYJy","RT @AustralisTerry: Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol ",: Did Greg Hunt get a Rolex while in Dubai?, Did Greg Hunt get a Rolex while in Dubai?
225,225,225,id:twitter.com:244858103,2016-10-02,"RT @AustralisTerry: Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  https://t.co/P7OQMDiEw9","RT @AustralisTerry: Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  ",": Pack up your teepee and head out of Dodge,"," Pack up your teepee and head out of Dodge,"
226,226,226,id:twitter.com:444283892,2016-10-02,RT @AustralisTerry: Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project #auspol #csg #COP21 http?,RT @AustralisTerry: Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project #auspol #csg #COP21 ,: Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project, Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project
227,227,227,id:twitter.com:2733971311,2016-10-02,RT @AustralisTerry: @CSGguy2 @mikebairdMP @LaneCoveMP explain how this is good for NSW #csg #pilliga #liverpoolplains https://t.co/w2neMk65?,RT @AustralisTerry: @CSGguy2 @mikebairdMP @LaneCoveMP explain how this is good for NSW #csg #pilliga #liverpoolplains ,: elain how this is good for NSW, elain how this is good for NSW
228,228,228,id:twitter.com:2580512198,2016-10-02,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce https://t.co/xpXoZ?,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce ,: it won't wash with voters, it won't wash with voters
229,229,229,id:twitter.com:2587317438,2016-10-02,"RT @AustralisTerry: Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  https://t.co/P7OQMDiEw9","RT @AustralisTerry: Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  ",": Pack up your teepee and head out of Dodge,"," Pack up your teepee and head out of Dodge,"
230,230,230,id:twitter.com:3011775631,2016-10-02,"RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! https://t?","RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! ",: This great young man and I are united against and ... beat that!, This great young man and I are united against and ... beat that!
231,231,231,id:twitter.com:170427873,2016-10-02,"RT @AustralisTerry: Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  https://t.co/P7OQMDiEw9","RT @AustralisTerry: Pack up your teepee and head out of Dodge, #shenhua #auspol #NSWpol  ",": Pack up your teepee and head out of Dodge,"," Pack up your teepee and head out of Dodge,"
232,232,232,id:twitter.com:393762976,2016-10-02,"RT @AustralisTerry: Frankly, diddums, now bugger off and pay your taxes and royalties #auspol #shenhua https://t.co/o6usZRutO7","RT @AustralisTerry: Frankly, diddums, now bugger off and pay your taxes and royalties #auspol #shenhua ",": Frankly, diddums, now bugger off and pay your taxes and royalties"," Frankly, diddums, now bugger off and pay your taxes and royalties"
233,233,233,id:twitter.com:43702456,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
234,234,234,id:twitter.com:1687384272,2016-10-02,"RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm https:?","RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm ",": Voters in Coalition seats back global ban on new coal mines, poll shows"," Voters in Coalition seats back global ban on new coal mines, poll shows"
235,235,235,id:twitter.com:2897999540,2016-10-02,@Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG https://t.co/qELFZiO9jg @Santos,@Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG  @Santos,on the unmitigated disaster that is the unconventional gas industry in Australia,on the unmitigated disaster that is the unconventional gas industry in Australia
236,236,236,id:twitter.com:114161615,2016-10-02,"RT @L_DeWeaver: Unbelievable, especially when you know that #coal is killing a lot of #sustainable tourism jobs with pollution. https://t.c?","RT @L_DeWeaver: Unbelievable, especially when you know that #coal is killing a lot of #sustainable tourism jobs with pollution. ",": Unbelievable, especially when you know that is killing a lot of tourism jobs with pollution."," Unbelievable, especially when you know that is killing a lot of tourism jobs with pollution."
237,237,237,id:twitter.com:393762976,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
238,238,238,id:twitter.com:2374260762,2016-10-02,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG https://t.?,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG ,: on the unmitigated disaster that is the unconventional gas industry in Australia, on the unmitigated disaster that is the unconventional gas industry in Australia
239,239,239,id:twitter.com:3491752460,2016-10-02,"RT @CSGOGift: ? ?DRAGON LORE FACTORY NEW!? 

? ?RT + FOLLOW TO ENTER!? 

#CSGO #CSGOgiveaway #CSGOGIFT #csgolotto #CounterStrike ? https://?","RT @CSGOGift: ? ?DRAGON LORE FACTORY NEW!? 

? ?RT + FOLLOW TO ENTER!? 

#CSGO #CSGOgiveaway #CSGOGIFT #csgolotto #CounterStrike ? ",: ? ?DRAGON LORE FACTORY NEW!? ? ?RT + FOLLOW TO ENTER!? ?,  ?DRAGON LORE FACTORY NEW!?  ?RT + FOLLOW TO ENTER!? 
240,240,240,id:twitter.com:1136411791,2016-10-02,RT @AustralisTerry: Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project #auspol #csg #COP21 http?,RT @AustralisTerry: Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project #auspol #csg #COP21 ,: Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project, Climate Angels were feted in Paris but arrested in Australia blockading Santos methane project
241,241,241,id:twitter.com:81997903,2016-10-02,RT @AustralisTerry: @CSGguy2 @mikebairdMP @LaneCoveMP explain how this is good for NSW #csg #pilliga #liverpoolplains https://t.co/w2neMk65?,RT @AustralisTerry: @CSGguy2 @mikebairdMP @LaneCoveMP explain how this is good for NSW #csg #pilliga #liverpoolplains ,: elain how this is good for NSW, elain how this is good for NSW
242,242,242,id:twitter.com:1919071664,2016-10-02,"Fuck you @Barnaby_Joyce, selling out our food basin for #shenhua mine. 

#aupol","Fuck you @Barnaby_Joyce, selling out our food basin for #shenhua mine. 

#aupol","Fuck you , selling out our food basin for mine.","Fuck you , selling out our food basin for mine."
243,243,243,id:twitter.com:2615581908,2016-10-02,"RT @Gabrielle_Qld: Fuck you @Barnaby_Joyce, selling out our food basin for #shenhua mine. 

#auspol","RT @Gabrielle_Qld: Fuck you @Barnaby_Joyce, selling out our food basin for #shenhua mine. 

#auspol",": Fuck you , selling out our food basin for mine."," Fuck you , selling out our food basin for mine."
244,244,244,id:twitter.com:3258772590,2016-10-02,RT @AustralisTerry: The Nationals are dead as dodos in #NSWPOL after #shenhua #coal #CSG  #lateline,RT @AustralisTerry: The Nationals are dead as dodos in #NSWPOL after #shenhua #coal #CSG  #lateline,: The Nationals are dead as dodos in after, The Nationals are dead as dodos in after
245,245,245,id:twitter.com:3011775631,2016-10-02,"RT @S22Syd: #Australia's greatest gift to the world would be to leave our #coal in the ground
#auspol #climate #children #health https://t.?","RT @S22Syd: #Australia's greatest gift to the world would be to leave our #coal in the ground
#auspol #climate #children #health ",: 's greatest gift to the world would be to leave our in the ground,  is greatest gift to the world would be to leave our in the ground
246,246,246,id:twitter.com:3011775631,2016-10-02,"RT @S22Syd: The last thing #Australia &amp; the world needs are 2 new vast earth destroying #coal mines! 
#auspol #UNESCO #adani #shenhua","RT @S22Syd: The last thing #Australia &amp; the world needs are 2 new vast earth destroying #coal mines! 
#auspol #UNESCO #adani #shenhua",: The last thing &amp; the world needs are new vast earth destroying mines!, The last thing  the world needs are new vast earth destroying mines!
247,247,247,id:twitter.com:28969084,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
248,248,248,id:twitter.com:20008855,2016-10-02,RT @AustralisTerry: As useless as tits on a bull @BarnabyJoyceLNP #shenhua #lateline,RT @AustralisTerry: As useless as tits on a bull @BarnabyJoyceLNP #shenhua #lateline,: As useless as tits on a bull, As useless as tits on a bull
249,249,249,id:twitter.com:20008855,2016-10-02,RT @AustralisTerry: The Nationals are dead as dodos in #NSWPOL after #shenhua #coal #CSG  #lateline,RT @AustralisTerry: The Nationals are dead as dodos in #NSWPOL after #shenhua #coal #CSG  #lateline,: The Nationals are dead as dodos in after, The Nationals are dead as dodos in after
250,250,250,id:twitter.com:3246489434,2016-10-02,"RT @350Australia: New QLD Resources Council rpt shows 1/3 of Aussies #coal mines running at a loss.
OWN GOAL! https://t.co/U2g256V8ch https?","RT @350Australia: New QLD Resources Council rpt shows 1/3 of Aussies #coal mines running at a loss.
OWN GOAL!  ",: New QLD Resources Council rpt shows /3 of Aussies mines running at a loss. OWN GOAL!, New QLD Resources Council rpt shows /3 of Aussies mines running at a loss. OWN GOAL!
251,251,251,id:twitter.com:1195741542,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
252,252,252,id:twitter.com:60008321,2016-10-02,URGENT PETITION calling on the @NHMRC to study the health impacts of dangerous #csg #auspol  https://t.co/H8XmLZWp8F https://t.co/nfd3qsFqss,URGENT PETITION calling on the @NHMRC to study the health impacts of dangerous #csg #auspol   ,URGENT PETITION calling on the to study the health impacts of dangerous,URGENT PETITION calling on the to study the health impacts of dangerous
253,253,253,id:twitter.com:3436487413,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
254,254,254,id:twitter.com:592683220,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
255,255,255,id:twitter.com:2323102484,2016-10-02,"RT @JamesPaton14: Adani, planning controversial #coal project in Australia, now looking at #solar power in the country https://t.co/FFbhmCM?","RT @JamesPaton14: Adani, planning controversial #coal project in Australia, now looking at #solar power in the country ",": Adani, planning controversial project in Australia, now looking at power in the country"," Adani, planning controversial project in Australia, now looking at power in the country"
256,256,256,id:twitter.com:91358400,2016-10-02,"RT @PilligaPush: Hark the climate angels stand
Watching o'er #Pilliga land
#ClimActs
#PilligaPush
#climatechange #csg
#nswpol #auspol https?","RT @PilligaPush: Hark the climate angels stand
Watching o'er #Pilliga land
#ClimActs
#PilligaPush
#climatechange #csg
#nswpol #auspol ",: Hark the climate angels stand Watching o'er land, Hark the climate angels stand Watching o'er land
257,257,257,id:twitter.com:27827966,2016-10-02,RT @LockTheGate: Ex #ICAC commish lays it on the line: need overhaul of #coal laws across Oz to stop corruption http://t.co/SqNo9xMW7v http?,RT @LockTheGate: Ex #ICAC commish lays it on the line: need overhaul of #coal laws across Oz to stop corruption  ,: Ex commish lays it on the line: need overhaul of laws across Oz to stop corruption, Ex commish lays it on the line: need overhaul of laws across Oz to stop corruption
258,258,258,id:twitter.com:3245109252,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
259,259,259,id:twitter.com:1709719170,2016-10-02,RT @market_forces: Funds have burned billions of dollars of our super on dirty #fossilfuels https://t.co/BteCpSXD3v #investment #coal https?,RT @market_forces: Funds have burned billions of dollars of our super on dirty #fossilfuels  #investment #coal ,: Funds have burned billions of dollars of our super on dirty, Funds have burned billions of dollars of our super on dirty
260,260,260,id:twitter.com:590565518,2016-10-02,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG https://t.?,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG ,: on the unmitigated disaster that is the unconventional gas industry in Australia, on the unmitigated disaster that is the unconventional gas industry in Australia
261,261,261,id:twitter.com:2985110557,2016-10-02,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG https://t.?,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG ,: on the unmitigated disaster that is the unconventional gas industry in Australia, on the unmitigated disaster that is the unconventional gas industry in Australia
262,262,262,id:twitter.com:178291278,2016-10-02,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG https://t.?,RT @AustralisTerry: @Lateline on the unmitigated disaster that is the unconventional gas industry in Australia #auspol #csg #LNG ,: on the unmitigated disaster that is the unconventional gas industry in Australia, on the unmitigated disaster that is the unconventional gas industry in Australia
