"Cust_ID","Target","Age","Gender","Balance","Occupation","No_OF_CR_TXNS","AGE_BKT","SCR","Holding_Period"
"C9096",0,35,"F",26300.73,"PROF",17,"31-35",836,15
"C9097",0,55,"F",286374.27,"PROF",17,">50",584,8
"C9098",0,43,"F",403609.66,"SAL",0,"41-45",276,30
"C9099",0,54,"F",66349.19,"PROF",17,">50",932,26
"C91",0,38,"F",41111.36,"SAL",28,"36-40",542,4
"C910",0,34,"M",1039.81,"SAL",39,"31-35",695,5
"C9100",0,33,"F",374258.41,"SELF-EMP",18,"31-35",779,31
"C9101",0,29,"F",385520.57,"",8,"26-30",769,30
"C9102",0,47,"F",4005.85,"PROF",0,"46-50",206,26
"C9103",0,47,"F",111977.34,"PROF",1,"46-50",145,9
"C9104",0,44,"F",369287.48,"PROF",6,"41-45",289,5
"C9105",0,53,"F",539919.44,"",6,">50",272,10
"C9106",0,44,"F",6364.03,"PROF",8,"41-45",445,0
"C9107",0,37,"F",15233.54,"SAL",16,"36-40",759,30
"C9108",0,38,"F",46812.38,"SELF-EMP",12,"36-40",560,22
"C9109",0,35,"F",272210.81,"SAL",0,"31-35",580,25
"C911",1,43,"M",45996.19,"",26,"41-45",735,11
"C9110",0,29,"F",76862.28,"SAL",8,"26-30",168,3
"C9111",0,30,"F",295829.36,"PROF",0,"26-30",524,31
"C9112",0,39,"F",289711.52,"SAL",15,"36-40",562,28
"C9113",0,39,"F",73458.88,"PROF",4,"36-40",764,16
"C9114",0,36,"F",478279.7,"",0,"36-40",918,1
"C9115",0,27,"F",184867.5,"PROF",8,"26-30",307,4
"C9116",0,30,"F",158679.76,"PROF",18,"26-30",506,28
"C9117",0,30,"F",140798.72,"PROF",18,"26-30",187,6
"C9118",0,43,"F",188863.96,"",4,"41-45",109,13
"C9119",0,53,"F",198631.59,"",12,">50",250,14
"C912",0,49,"M",4798.63,"SAL",34,"46-50",480,11
"C9120",0,29,"F",6336.53,"PROF",14,"26-30",674,15
"C9121",0,30,"F",9440.4,"SAL",5,"26-30",929,7
"C9122",0,45,"F",595481.37,"PROF",7,"41-45",423,17
"C9123",0,33,"F",192322.98,"",0,"31-35",814,1
"C9124",0,45,"F",247789.14,"PROF",1,"41-45",219,7
"C9125",0,38,"F",507889.46,"PROF",6,"36-40",537,27
"C9126",0,36,"F",99191.26,"PROF",13,"36-40",476,16
"C9127",0,32,"F",26862.06,"",1,"31-35",135,21
"C9128",0,44,"F",36958.33,"",13,"41-45",351,19
"C9129",0,34,"F",89091.19,"",10,"31-35",807,31
"C913",0,43,"M",32235.53,"SENP",44,"41-45",471,7
"C9130",0,28,"F",0,"",13,"26-30",886,8
"C9131",0,28,"F",150132.54,"SAL",20,"26-30",284,9
"C9132",0,35,"F",28152.83,"",19,"31-35",265,24
"C9133",0,48,"F",30086.94,"",9,"46-50",632,27
"C9134",0,46,"F",800523.83,"",15,"46-50",656,10
"C9135",0,27,"F",0,"PROF",16,"26-30",232,23
"C9136",0,32,"F",232023.78,"PROF",5,"31-35",596,16
"C9137",0,48,"F",42013.19,"SAL",10,"46-50",348,3
"C9138",0,38,"F",176949.65,"",17,"36-40",686,26
"C9139",0,51,"F",190160.11,"PROF",12,">50",317,16
"C914",0,45,"M",9580.65,"SENP",23,"41-45",252,28
"C9140",0,33,"F",16877.58,"",7,"31-35",687,5
"C9141",0,51,"F",491254.06,"PROF",10,">50",790,28
"C9142",0,35,"F",413847.45,"",3,"31-35",791,9
"C9143",0,28,"F",231414.02,"PROF",19,"26-30",635,14
"C9144",0,26,"F",122760.37,"PROF",6,"26-30",821,28
"C9145",0,55,"F",385521.94,"SAL",15,">50",907,31
"C9146",0,33,"F",72925.26,"SAL",15,"31-35",469,22
"C9147",0,31,"F",42661.48,"",15,"31-35",894,5
"C9148",0,37,"F",5180.77,"PROF",16,"36-40",567,20
"C9149",0,39,"F",100491.95,"PROF",7,"36-40",982,23
"C915",0,27,"M",250254.24,"PROF",2,"26-30",531,14
"C9150",0,37,"F",200780,"PROF",14,"36-40",294,15
"C9151",0,31,"F",886643.51,"",2,"31-35",128,11
"C9152",0,52,"F",16108.54,"PROF",17,">50",645,10
"C9153",0,52,"F",471872.28,"PROF",17,">50",944,19
"C9154",0,40,"F",441978.49,"PROF",20,"36-40",159,7
"C9155",0,28,"F",226843.65,"PROF",12,"26-30",605,22
"C9156",0,34,"F",210177.85,"",18,"31-35",821,1
"C9157",0,29,"F",33700.42,"PROF",0,"26-30",991,18
"C9158",0,22,"F",295685.32,"PROF",0,"<25",914,24
"C9159",0,31,"F",17483.09,"PROF",7,"31-35",453,20
"C916",0,50,"M",92012.91,"PROF",37,"46-50",623,10
"C9160",0,21,"F",139572.05,"SAL",8,"<25",522,22
"C9161",0,55,"F",77351.09,"PROF",7,">50",517,7
"C9162",0,42,"F",421304.14,"",14,"41-45",299,8
"C9163",0,34,"F",396117.89,"",12,"31-35",565,11
"C9164",0,36,"F",31158.34,"",5,"36-40",236,10
"C9165",0,41,"F",78523.58,"SAL",19,"41-45",158,20
"C9166",0,39,"F",86621.5,"PROF",17,"36-40",914,2
"C9167",0,45,"F",17772.85,"",7,"41-45",782,9
"C9168",0,43,"F",433358.61,"SAL",2,"41-45",806,8
"C9169",0,43,"F",38271.52,"",4,"41-45",952,23
"C917",1,42,"M",144370.25,"",15,"41-45",795,6
"C9170",0,47,"F",166510.08,"",8,"46-50",437,6
"C9171",0,31,"F",99650.14,"",6,"31-35",574,12
"C9172",0,39,"F",388547.73,"",9,"36-40",886,4
"C9173",0,41,"F",528302.63,"",8,"41-45",735,19
"C9174",0,26,"F",113092.86,"",11,"26-30",288,27
"C9175",0,40,"F",876250.68,"",14,"36-40",520,17
"C9176",0,35,"F",616344.31,"",15,"31-35",984,25
"C9177",0,32,"F",211753.56,"",1,"31-35",385,8
"C9178",0,42,"F",704644.69,"",4,"41-45",411,11
"C9179",0,33,"F",241307.62,"SAL",3,"31-35",636,22
"C918",1,33,"M",183922.47,"SELF-EMP",25,"31-35",758,7
"C9180",0,24,"F",521385.58,"",3,"<25",224,19
"C9181",0,21,"F",150176.72,"",4,"<25",751,10
"C9182",0,23,"F",488524.15,"",2,"<25",839,12
"C9183",0,22,"F",112929.36,"",0,"<25",292,14
"C9184",0,22,"F",146991.48,"",3,"<25",298,18
"C9185",0,21,"F",83412.25,"",9,"<25",734,28
"C9186",0,53,"F",2328.05,"",12,">50",985,15
"C9187",0,46,"F",39622.02,"",2,"46-50",642,21
"C9188",0,49,"F",174103.27,"SELF-EMP",19,"46-50",761,12
"C9189",0,47,"F",97244.03,"",16,"46-50",426,5
"C919",1,39,"M",6134.9,"",10,"36-40",992,4
"C9190",0,35,"F",174229.71,"",13,"31-35",691,3
"C9191",0,28,"F",18448.89,"",14,"26-30",167,11
"C9192",0,48,"F",572353.08,"SELF-EMP",7,"46-50",158,31
"C9193",0,46,"F",66119.32,"",0,"46-50",975,9
"C9194",0,50,"F",102361.29,"",17,"46-50",192,20
"C9195",0,27,"F",58844.44,"",11,"26-30",410,19
"C9196",0,53,"F",244445.58,"",9,">50",475,22
"C9197",0,54,"F",26518,"SELF-EMP",0,">50",154,4
"C9198",0,41,"F",473609.15,"SAL",12,"41-45",504,13
"C9199",0,30,"F",583540.86,"",7,"26-30",856,4
"C92",0,53,"F",44633.89,"SAL",9,">50",423,11
"C920",1,33,"M",8978.56,"PROF",20,"31-35",823,10
"C9200",0,44,"F",150236.73,"",19,"41-45",351,5
"C9201",0,45,"F",6876.7,"SELF-EMP",4,"41-45",966,24
"C9202",0,32,"F",188853.81,"",12,"31-35",644,3
"C9203",0,23,"F",113841.79,"PROF",14,"<25",689,28
"C9204",0,23,"F",436595.11,"",8,"<25",210,7
"C9205",0,49,"F",140196.16,"PROF",5,"46-50",847,21
"C9206",0,36,"F",440662.13,"",20,"36-40",637,25
"C9207",0,40,"F",409497.56,"SELF-EMP",10,"36-40",326,0
"C9208",0,28,"F",317493.68,"SELF-EMP",16,"26-30",164,12
"C9209",0,46,"F",18290.24,"",8,"46-50",954,0
"C921",0,50,"M",692.93,"SENP",24,"46-50",281,25
"C9210",0,33,"F",125891.66,"",3,"31-35",382,29
"C9211",0,44,"F",44674.91,"",17,"41-45",533,14
"C9212",0,54,"F",15035.51,"",17,">50",556,25
"C9213",0,42,"F",50853.74,"SELF-EMP",3,"41-45",706,16
"C9214",0,30,"F",330439.52,"SELF-EMP",6,"26-30",855,27
"C9215",0,22,"F",21157.67,"",4,"<25",423,18
"C9216",0,45,"F",408045.39,"",18,"41-45",597,6
"C9217",0,47,"F",427671.88,"SELF-EMP",5,"46-50",638,14
"C9218",0,31,"F",3876.45,"SELF-EMP",0,"31-35",392,14
"C9219",0,41,"F",88990.77,"SELF-EMP",10,"41-45",799,11
"C922",0,52,"M",6132.77,"SAL",0,">50",872,5
"C9220",0,47,"F",397877.39,"SELF-EMP",11,"46-50",975,30
"C9221",0,28,"F",7214.48,"SAL",7,"26-30",333,10
"C9222",0,52,"F",22323.14,"",1,">50",795,14
"C9223",0,34,"F",131416.25,"SAL",7,"31-35",119,31
"C9224",0,28,"F",414852.22,"SAL",15,"26-30",715,2
"C9225",0,49,"F",250321.92,"",14,"46-50",511,5
"C9226",0,23,"F",406094,"SELF-EMP",4,"<25",714,31
"C9227",0,44,"F",125075.03,"",6,"41-45",719,27
"C9228",0,31,"F",18630.39,"PROF",16,"31-35",716,1
"C9229",0,35,"F",49742.6,"SAL",9,"31-35",794,14
"C923",0,51,"M",72272.9,"SENP",35,">50",376,9
"C9230",0,45,"F",639445.84,"",14,"41-45",681,3
"C9231",0,45,"F",52771.42,"",6,"41-45",436,29
"C9232",0,43,"F",22653.65,"",3,"41-45",679,14
"C9233",0,55,"F",456400.72,"",19,">50",323,18
"C9234",0,31,"F",10343.05,"SELF-EMP",14,"31-35",764,29
"C9235",0,31,"F",20285.54,"",0,"31-35",587,31
"C9236",0,22,"F",189821.61,"",9,"<25",248,17
"C9237",0,38,"F",4297.34,"SELF-EMP",16,"36-40",449,20
"C9238",0,55,"F",489487.51,"SAL",14,">50",381,4
"C9239",0,55,"F",36307.18,"SELF-EMP",10,">50",260,29
"C924",0,33,"M",29680.73,"SENP",1,"31-35",107,9
"C9240",0,55,"F",10124.95,"PROF",17,">50",651,11
"C9241",0,54,"F",42205.58,"SELF-EMP",8,">50",117,28
"C9242",0,45,"F",7030.71,"",10,"41-45",863,2
"C9243",0,45,"F",43986.83,"PROF",2,"41-45",596,21
"C9244",0,30,"F",8259.97,"",13,"26-30",828,29
"C9245",0,33,"F",165932.97,"",0,"31-35",942,1
"C9246",0,26,"F",25391.38,"",11,"26-30",936,17
"C9247",0,38,"F",85828.53,"SELF-EMP",19,"36-40",759,15
"C9248",0,43,"F",48615.61,"",1,"41-45",489,24
"C9249",0,55,"F",255132.21,"PROF",1,">50",382,29
"C925",0,32,"M",3328.83,"SAL",0,"31-35",512,14
"C9250",0,54,"F",92090.41,"",0,">50",816,13
"C9251",0,32,"F",47203.65,"",19,"31-35",379,0
"C9252",0,40,"F",154780.83,"SELF-EMP",11,"36-40",689,22
"C9253",0,32,"F",424018.15,"",16,"31-35",242,21
"C9254",0,41,"F",27737.26,"",2,"41-45",892,8
"C9255",0,34,"F",57451.93,"SAL",4,"31-35",520,5
"C9256",0,44,"F",568532.24,"PROF",20,"41-45",248,24
"C9257",0,28,"F",464143.84,"SELF-EMP",9,"26-30",116,18
"C9258",0,51,"F",204873.74,"SAL",15,">50",574,15
"C9259",0,45,"F",16586.01,"SAL",4,"41-45",162,1
"C926",0,34,"M",42043.28,"SAL",23,"31-35",964,27
"C9260",0,30,"F",90583.22,"SAL",1,"26-30",755,25
"C9261",0,30,"F",428574.12,"SAL",3,"26-30",247,20
"C9262",0,50,"F",9316.32,"SELF-EMP",15,"46-50",490,27
"C9263",0,23,"F",125650.88,"SAL",7,"<25",259,3
"C9264",0,55,"F",206140.62,"SELF-EMP",17,">50",687,17
"C9265",0,41,"F",295751.14,"SAL",12,"41-45",561,27
"C9266",0,48,"F",178340.35,"SAL",7,"46-50",656,25
"C9267",0,44,"F",57184.13,"SAL",5,"41-45",651,21
"C9268",0,36,"F",78228.45,"SELF-EMP",9,"36-40",656,29
"C9269",0,44,"F",521880.83,"SELF-EMP",6,"41-45",954,5
"C927",0,34,"M",18784.62,"SAL",6,"31-35",100,13
"C9270",0,35,"F",78103.09,"SAL",0,"31-35",258,28
"C9271",0,32,"F",141506.48,"SAL",15,"31-35",826,28
"C9272",0,28,"F",11912.05,"SAL",12,"26-30",905,31
"C9273",0,32,"F",45442.91,"SELF-EMP",4,"31-35",105,10
"C9274",0,34,"F",98979.67,"SELF-EMP",3,"31-35",422,13
"C9275",0,24,"F",499966.18,"SELF-EMP",10,"<25",701,7
"C9276",0,39,"F",552362.8,"",5,"36-40",920,18
"C9277",0,41,"F",219639.05,"",20,"41-45",149,16
"C9278",0,41,"F",74679.62,"SAL",0,"41-45",286,10
"C9279",0,29,"F",46059.26,"PROF",20,"26-30",563,31
"C928",0,32,"M",70937.84,"PROF",17,"31-35",244,21
"C9280",0,41,"F",526214.02,"PROF",1,"41-45",787,3
"C9281",0,41,"F",20874.44,"PROF",6,"41-45",466,19
"C9282",0,33,"F",21984.74,"PROF",2,"31-35",915,8
"C9283",0,44,"F",43080.21,"PROF",1,"41-45",426,1
"C9284",0,55,"F",13687.11,"PROF",14,">50",610,2
"C9285",0,37,"F",79699.04,"PROF",18,"36-40",105,7
"C9286",0,39,"F",345347.88,"",3,"36-40",169,5
"C9287",0,51,"F",259532.4,"",15,">50",997,15
"C9288",0,26,"F",378655.62,"PROF",19,"26-30",694,25
"C9289",0,45,"F",26677.55,"PROF",14,"41-45",992,21
"C929",0,50,"M",16197.16,"SAL",41,"46-50",470,14
"C9290",0,52,"F",152138.91,"PROF",13,">50",637,29
"C9291",0,25,"F",31561.65,"PROF",13,"<25",402,29
"C9292",0,27,"F",133226.01,"SAL",13,"26-30",561,23
"C9293",0,38,"F",10546.43,"PROF",17,"36-40",538,14
"C9294",0,42,"F",331764.95,"PROF",12,"41-45",932,16
"C9295",0,45,"F",44470.22,"PROF",1,"41-45",277,11
"C9296",0,24,"F",470367.89,"",14,"<25",355,30
"C9297",0,44,"F",2353.37,"",2,"41-45",146,1
"C9298",0,49,"F",106444.6,"",7,"46-50",404,28
"C9299",0,44,"F",155561.5,"PROF",7,"41-45",504,8
"C93",0,44,"F",2736.14,"SAL",10,"41-45",288,14
"C930",0,34,"M",3987.65,"SENP",32,"31-35",917,28
"C9300",0,51,"F",414065.04,"",9,">50",956,27
"C9301",0,31,"F",18057.76,"PROF",8,"31-35",796,3
"C9302",0,27,"F",38888.37,"PROF",6,"26-30",171,23
"C9303",0,49,"F",20602.04,"PROF",10,"46-50",280,10
"C9304",0,32,"F",371036.84,"PROF",1,"31-35",132,8
"C9305",0,26,"F",485491.45,"PROF",11,"26-30",350,22
"C9306",0,23,"F",682406.34,"PROF",5,"<25",104,19
"C9307",0,25,"F",224437.92,"PROF",17,"<25",951,2
"C9308",0,25,"F",71844.86,"PROF",4,"<25",541,11
"C9309",0,33,"F",445028.81,"",5,"31-35",657,4
"C931",0,33,"M",26488.18,"PROF",22,"31-35",285,27
"C9310",0,33,"F",39664.01,"",0,"31-35",787,17
"C9311",0,40,"F",447073.93,"SAL",3,"36-40",504,20
"C9312",0,40,"F",100547.23,"",0,"36-40",883,24
"C9313",0,38,"F",448107.71,"PROF",11,"36-40",601,26
"C9314",0,25,"F",97633.59,"PROF",11,"<25",235,28
"C9315",0,40,"F",34489.33,"PROF",20,"36-40",218,26
"C9316",0,46,"F",163289.95,"",4,"46-50",894,31
"C9317",0,53,"F",631535.23,"PROF",15,">50",149,3
"C9318",0,28,"F",55427.56,"PROF",20,"26-30",657,1
"C9319",0,52,"F",23957.85,"",1,">50",473,25
"C932",0,26,"M",10194.64,"PROF",48,"26-30",799,20
"C9320",0,26,"F",253180.23,"PROF",20,"26-30",693,20
"C9321",0,55,"F",25913.25,"",17,">50",985,26
"C9322",0,43,"F",4828.02,"PROF",1,"41-45",521,15
"C9323",0,49,"F",25622.87,"PROF",14,"46-50",556,13
"C9324",0,35,"F",165075.3,"PROF",2,"31-35",827,2
"C9325",0,30,"F",464340.58,"PROF",6,"26-30",797,17
"C9326",0,21,"F",20899.53,"PROF",10,"<25",292,24
"C9327",0,30,"F",11993.21,"",5,"26-30",747,4
"C9328",0,42,"F",0,"PROF",1,"41-45",690,30
"C9329",0,46,"F",93508.91,"PROF",8,"46-50",105,11
"C933",0,34,"M",11775.42,"PROF",26,"31-35",445,19
"C9330",0,37,"F",267037.21,"",13,"36-40",773,17
"C9331",0,35,"F",437666.28,"",11,"31-35",174,29
"C9332",0,28,"F",37161.8,"",18,"26-30",488,30
"C9333",0,33,"F",169808.43,"",14,"31-35",750,14
"C9334",0,42,"F",1140804.34,"SAL",16,"41-45",816,30
"C9335",0,45,"F",540650.62,"",2,"41-45",640,0
"C9336",0,41,"F",89255.97,"SELF-EMP",11,"41-45",100,30
"C9337",0,41,"F",424526.47,"",5,"41-45",536,28
"C9338",0,34,"F",32107.81,"",15,"31-35",361,26
"C9339",0,43,"F",15439.39,"SELF-EMP",18,"41-45",276,12
"C934",0,22,"M",665774.53,"SAL",9,"<25",390,28
"C9340",0,44,"F",94192.66,"SELF-EMP",7,"41-45",915,18
"C9341",0,36,"F",15207.96,"SELF-EMP",0,"36-40",385,15
"C9342",0,29,"F",14677.75,"SELF-EMP",7,"26-30",410,2
"C9343",0,27,"F",172015.15,"SELF-EMP",1,"26-30",445,27
"C9344",0,51,"F",46612.08,"SELF-EMP",6,">50",213,23
"C9345",0,26,"F",218327.98,"SELF-EMP",1,"26-30",807,16
"C9346",0,26,"F",42642.92,"SELF-EMP",16,"26-30",836,21
"C9347",0,29,"F",64050.75,"SELF-EMP",7,"26-30",701,13
"C9348",0,46,"F",3289.25,"SELF-EMP",10,"46-50",470,14
"C9349",0,33,"F",491669.13,"PROF",8,"31-35",703,3
"C935",0,54,"M",33585.57,"SAL",37,">50",203,10
"C9350",0,35,"F",16352.68,"SELF-EMP",6,"31-35",269,0
"C9351",0,41,"F",166288.65,"SELF-EMP",3,"41-45",441,15
"C9352",0,44,"F",235332.5,"SELF-EMP",15,"41-45",129,27
"C9353",0,29,"F",32331.28,"SELF-EMP",12,"26-30",874,11
"C9354",0,31,"F",494764.72,"",6,"31-35",351,24
"C9355",0,28,"F",52075.6,"SELF-EMP",2,"26-30",400,6
"C9356",0,42,"F",171306.6,"SELF-EMP",1,"41-45",560,4
"C9357",0,26,"F",628271.61,"SELF-EMP",4,"26-30",696,28
"C9358",0,36,"F",133077.38,"SELF-EMP",10,"36-40",224,4
"C9359",0,55,"F",406714.26,"SELF-EMP",15,">50",242,17
"C936",0,37,"M",87616.37,"PROF",37,"36-40",554,19
"C9360",0,33,"F",366311.72,"SELF-EMP",15,"31-35",448,5
"C9361",0,34,"F",183260.94,"SELF-EMP",10,"31-35",237,7
"C9362",0,31,"F",239945.07,"SELF-EMP",11,"31-35",824,1
"C9363",0,48,"F",288063.16,"PROF",4,"46-50",122,30
"C9364",0,32,"F",43669.62,"SELF-EMP",20,"31-35",239,28
"C9365",0,33,"F",145689.91,"SELF-EMP",4,"31-35",814,11
"C9366",0,47,"F",25596.03,"",3,"46-50",195,9
"C9367",0,25,"F",523224.31,"SELF-EMP",0,"<25",561,11
"C9368",0,47,"F",211119.11,"SELF-EMP",9,"46-50",848,9
"C9369",0,35,"F",199082.47,"SELF-EMP",5,"31-35",578,29
"C937",0,44,"M",7195.92,"SENP",24,"41-45",833,14
"C9370",0,24,"F",174222.8,"SELF-EMP",16,"<25",765,24
"C9371",0,26,"F",198660.11,"SELF-EMP",15,"26-30",791,0
"C9372",0,35,"F",375025.23,"SELF-EMP",10,"31-35",413,3
"C9373",0,41,"F",21642.4,"SELF-EMP",16,"41-45",747,27
"C9374",0,32,"F",144339.01,"SELF-EMP",1,"31-35",354,26
"C9375",0,38,"F",21951.51,"SELF-EMP",3,"36-40",698,12
"C9376",0,48,"F",47785.43,"",18,"46-50",465,3
"C9377",0,55,"F",382422.24,"PROF",13,">50",877,10
"C9378",0,34,"F",64291.31,"PROF",20,"31-35",731,21
"C9379",0,43,"F",116457.91,"",15,"41-45",660,1
"C938",0,34,"M",120502.19,"SENP",40,"31-35",942,2
"C9380",0,37,"F",217700.13,"",19,"36-40",101,10
"C9381",0,52,"F",142102.08,"SAL",18,">50",618,24
"C9382",0,32,"F",554147.44,"SELF-EMP",8,"31-35",109,19
"C9383",0,39,"F",59794.95,"",17,"36-40",503,30
"C9384",0,38,"F",696895.58,"",11,"36-40",504,31
"C9385",0,22,"F",151305.51,"PROF",14,"<25",379,5
"C9386",0,30,"F",463398.3,"SELF-EMP",18,"26-30",566,23
"C9387",0,40,"F",35913.36,"PROF",12,"36-40",484,22
"C9388",0,51,"F",250.22,"PROF",0,">50",460,30
"C9389",0,38,"F",103203.96,"PROF",11,"36-40",802,12
"C939",0,30,"M",12533.05,"SENP",5,"26-30",252,24
"C9390",0,36,"F",124340.37,"",5,"36-40",941,5
"C9391",0,50,"F",37416.94,"",12,"46-50",833,1
"C9392",0,34,"F",560452.52,"SELF-EMP",4,"31-35",547,31
"C9393",0,26,"F",53030.93,"",11,"26-30",389,1
"C9394",0,30,"F",207119.41,"",17,"26-30",764,24
"C9395",0,32,"F",27980.19,"",7,"31-35",383,18
"C9396",0,24,"F",162782.64,"",2,"<25",787,18
"C9397",0,34,"F",235939.54,"",18,"31-35",722,0
"C9398",0,28,"F",127680.47,"",11,"26-30",877,15
"C9399",0,22,"F",38303.37,"",12,"<25",786,10
"C94",0,28,"F",80198.06,"SELF-EMP",9,"26-30",867,18
"C940",0,29,"M",180726.32,"SENP",31,"26-30",250,19
"C9400",0,22,"F",126260.71,"SELF-EMP",2,"<25",189,22
"C9401",0,27,"F",405421.01,"PROF",5,"26-30",543,0
"C9402",0,21,"F",120979.62,"",20,"<25",640,27
"C9403",0,49,"F",166267.89,"",1,"46-50",949,13
"C9404",0,37,"F",27695.18,"SAL",13,"36-40",504,16
"C9405",0,51,"F",73253.42,"",12,">50",109,23
"C9406",0,53,"F",31005.69,"",8,">50",546,0
"C9407",0,40,"F",30631.17,"SAL",20,"36-40",916,18
"C9408",0,30,"F",91107.2,"SAL",8,"26-30",889,31
"C9409",0,22,"F",377545.3,"",12,"<25",226,8
"C941",0,48,"M",3372.08,"SAL",14,"46-50",194,16
"C9410",0,23,"F",145200.3,"",1,"<25",335,1
"C9411",0,25,"F",566891.64,"",0,"<25",303,13
"C9412",0,32,"F",303416,"",13,"31-35",827,20
"C9413",0,29,"F",518055.63,"SELF-EMP",2,"26-30",363,31
"C9414",0,39,"F",749.85,"PROF",0,"36-40",405,15
"C9415",0,43,"F",56863.59,"",0,"41-45",723,19
"C9416",0,29,"F",121591.78,"",13,"26-30",307,12
"C9417",0,32,"F",102771.96,"",3,"31-35",742,18
"C9418",0,27,"F",74945.9,"",14,"26-30",909,24
"C9419",0,28,"F",124.98,"",5,"26-30",283,30
"C942",0,48,"M",23604.63,"PROF",49,"46-50",599,4
"C9420",0,26,"F",85276.13,"",10,"26-30",411,20
"C9421",0,30,"F",441571.28,"",16,"26-30",192,12
"C9422",0,24,"F",245310.77,"",13,"<25",765,4
"C9423",0,26,"F",324600.43,"",19,"26-30",922,31
"C9424",0,29,"F",708045.08,"SAL",1,"26-30",557,3
"C9425",0,22,"F",282301.46,"SAL",19,"<25",544,22
"C9426",0,21,"F",24026.37,"SAL",8,"<25",349,11
"C9427",0,22,"F",234014.58,"",6,"<25",498,25
"C9428",0,23,"F",449825.97,"",15,"<25",835,26
"C9429",0,32,"F",456358.44,"",15,"31-35",537,6
"C943",0,26,"M",964.78,"PROF",4,"26-30",152,6
"C9430",0,21,"F",79413.93,"",20,"<25",161,9
"C9431",0,21,"F",177813.24,"PROF",12,"<25",159,20
"C9432",0,21,"F",395068.73,"",9,"<25",292,23
"C9433",0,22,"F",512545.47,"",18,"<25",338,13
"C9434",0,22,"F",128053.47,"",15,"<25",210,11
"C9435",0,22,"F",510121.96,"",5,"<25",853,13
"C9436",0,22,"F",90077.56,"PROF",12,"<25",978,7
"C9437",0,23,"F",502503.42,"",8,"<25",530,8
"C9438",0,24,"F",84842.82,"SELF-EMP",12,"<25",648,7
"C9439",0,23,"F",120070.68,"SELF-EMP",11,"<25",671,23
"C944",0,28,"M",52516.53,"PROF",50,"26-30",100,26
"C9440",0,24,"F",297068.76,"",10,"<25",987,20
"C9441",0,21,"F",18572.81,"",11,"<25",457,10
"C9442",0,21,"F",189015.52,"SELF-EMP",13,"<25",521,15
"C9443",0,23,"F",482942.76,"",0,"<25",837,28
"C9444",0,24,"F",541231.69,"",16,"<25",310,5
"C9445",0,23,"F",112791.76,"SELF-EMP",11,"<25",508,16
"C9446",0,23,"F",382792.03,"",13,"<25",306,24
"C9447",0,22,"F",344110.1,"PROF",14,"<25",132,22
"C9448",0,22,"F",339718.38,"",15,"<25",440,31
"C9449",0,21,"F",191063.24,"",18,"<25",450,6
"C945",0,36,"M",50311.18,"SAL",45,"36-40",841,13
"C9450",0,28,"F",29023.92,"SELF-EMP",10,"26-30",348,20
"C9451",0,28,"F",322102.84,"",0,"26-30",915,0
"C9452",0,24,"F",530312.2,"PROF",20,"<25",478,8
"C9453",0,28,"F",401123.3,"",12,"26-30",752,20
"C9454",0,25,"F",425239.49,"",7,"<25",174,10
"C9455",0,33,"F",388439.7,"",0,"31-35",111,4
"C9456",0,22,"F",250073.63,"SELF-EMP",5,"<25",312,14
"C9457",0,21,"F",31817.8,"",2,"<25",159,6
"C9458",0,21,"F",37949.36,"",11,"<25",373,25
"C9459",0,24,"F",251542.75,"PROF",18,"<25",798,6
"C946",0,32,"M",5960.22,"PROF",5,"31-35",328,21
"C9460",0,22,"F",57718.26,"PROF",13,"<25",556,22
"C9461",0,24,"F",74819.44,"",5,"<25",347,12
"C9462",0,23,"F",130633.14,"",16,"<25",738,15
"C9463",0,21,"F",118797.74,"",4,"<25",369,17
"C9464",0,24,"F",515131.48,"SELF-EMP",17,"<25",799,19
"C9465",0,22,"F",72072.74,"",14,"<25",896,14
"C9466",0,21,"F",200942.4,"SELF-EMP",17,"<25",163,6
"C9467",0,22,"F",107640.46,"",15,"<25",270,31
"C9468",0,23,"F",149469.89,"",14,"<25",839,5
"C9469",0,44,"F",59199.94,"PROF",7,"41-45",101,13
"C947",0,29,"M",41173.55,"SAL",43,"26-30",243,16
"C9470",0,30,"F",402435.83,"",13,"26-30",110,7
"C9471",0,28,"F",441851.09,"",12,"26-30",251,31
"C9472",0,49,"F",76105.08,"",0,"46-50",927,7
"C9473",0,43,"F",211737.35,"",17,"41-45",539,9
"C9474",0,34,"F",599909.43,"",19,"31-35",768,12
"C9475",0,31,"F",339510.75,"",12,"31-35",842,0
"C9476",0,51,"F",297254.19,"",19,">50",523,30
"C9477",0,36,"F",356488.59,"SAL",20,"36-40",749,2
"C9478",0,23,"F",67612.33,"",20,"<25",502,25
"C9479",0,23,"F",24426.77,"SAL",8,"<25",971,29
"C948",0,32,"M",193913.85,"SAL",33,"31-35",433,8
"C9480",0,52,"F",368137.1,"",4,">50",646,28
"C9481",0,29,"F",81397.97,"",8,"26-30",835,23
"C9482",0,29,"F",38727.15,"",2,"26-30",621,26
"C9483",0,36,"F",165628.41,"",14,"36-40",719,15
"C9484",0,25,"F",225471.7,"",17,"<25",985,14
"C9485",0,25,"F",37434.25,"",15,"<25",445,25
"C9486",0,40,"F",284187.58,"",3,"36-40",476,24
"C9487",0,55,"F",54609.07,"",14,">50",747,9
"C9488",0,51,"F",39059.78,"",9,">50",217,15
